100	0
600	0
1100	0
1600	0
2100	0
2600	0
3100	0
3600	0
4100	0
4600	0
5100	16
5600	0
6100	0
6600	0
7100	0
7600	0
8100	0
8600	15
9100	0
9600	0
10100	0
10600	0
11100	0
11600	0
12100	0
12600	0
13100	15
13600	0
14100	0
14600	0
15100	16
15600	0
16100	0
16600	0
17100	16
17600	0
18100	0
18600	0
19100	0
19600	0
20100	0
20600	0
21100	16
21600	0
22100	0
22600	15
23100	0
23600	16
24100	0
24600	0
25100	0
25600	0
26100	0
26600	0
27100	0
27600	0
28100	0
28600	16
29100	0
29600	0
30100	15
30600	0
31100	0
31600	16
32100	0
32600	16
33100	0
33600	0
34100	15
34600	0
35100	0
35600	0
36100	0
36600	16
37100	0
37600	0
38100	15
38600	0
39100	0
39600	0
40100	16
40600	0
41100	0
41600	0
42100	0
42600	0
43100	0
43600	15
44100	16
44600	0
45100	0
45600	0
46100	0
46600	16
47100	15
47600	16
48100	15
48600	0
49100	16
49600	0
50100	16
50600	0
51100	15
51600	0
52100	16
52600	0
53100	0
53600	0
54100	16
54600	15
55100	16
55600	0
56100	16
56600	0
57100	0
57600	0
58100	0
58600	0
59100	0
59600	15
60100	0
60600	16
61100	0
61600	0
62100	15
62600	16
63100	16
63600	15
64100	16
64600	0
65100	15
65600	16
66100	16
66600	15
67100	16
67600	0
68100	16
68600	15
69100	0
69600	0
70100	16
70600	15
71100	0
71600	0
72100	15
72600	16
73100	15
73600	0
74100	15
74600	16
75100	16
75600	0
76100	0
76600	16
77100	15
77600	16
78100	0
78600	0
79100	15
79600	16
80100	16
80600	15
81100	16
81600	0
82100	16
82600	16
83100	15
83600	0
84100	0
84600	0
85100	16
85600	15
86100	16
86600	15
87100	0
87600	15
88100	16
88600	15
89100	16
89600	0
90100	0
90600	0
91100	0
91600	0
92100	0
92600	0
93100	0
93600	0
94100	0
94600	0
95100	0
95600	0
96100	0
96600	0
97100	0
97600	0
98100	0
98600	16
99100	16
99600	15
